#  SE Greenland Shelf 2900 Year Diatom SST and Sea Ice Reconstructions
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 2.0
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/19682
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/reconstructions/miettinen2015/miettinen2015-ice.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#
# Parameter_Keywords: sea surface temperature reconstruction, sea ice reconstruction
#--------------------
# Contribution_Date
#	Date:  2016-01-16
#--------------------
# Title
#	Study_Name: SE Greenland Shelf 2900 Year Diatom SST and Sea Ice Reconstruction 
#--------------------
# Investigators
#	Investigators: Miettinen, A., Divine D., Husum, K., Koç, N., Jennings, A.
#--------------------
# Description_Notes_and_Keywords
#	Description: A 2900-year-long diatom inferred August sea surface temperature reconstruction, at a temporal resolution of 3-8 years for 870-1910 CE and a at resolution of 40 years for 880 BCE-870 CE, 
# from marine sediment core MD99-2322 from the SE Greenland shelf. An improved training set consisting of 184 surface sediment samples with 52 diatom species from the North Atlantic, 
# the Labrador Sea, the Nordic Seas and Baffin Bay was utilized to convert downcore diatom counts to quantitative August SST using the weighted averaging partial least squares (WA-PLS) transfer function method.
# The 2900-year-long diatom inferred reconstruction of April sea ice concentrations was also generated from marine sediment core MD99-2322. The reconstruction has a temporal resolution of 3-8 years for 870-1910 CE and a resolution of 40 years for 
# 880 BCE-870 CE. The calibration set comprising 89 surface sediment samples from the northern North Atlantic, the Nordic Seas, Baffin Bay and northwestern Labrador Sea 
# was created for a reconstruction method. For calibration we used modern satellite-based sea-ice concentrations from the sampling locations and the weighted averaging partial least squares (WA-PLS) transfer function method. 
#
# Keywords: sea surface temperature, sea ice, abrupt climate change, SE Greenland shelf, Medieval Climate Anomaly, Little Ice Age, last millennium
#--------------------
# Publication 
#   Authors: Miettinen, A., D. Divine D., K. Husum, N. Koç, and A. Jennings
#   Published_Date_or_Year: 2015
#   Published_Title: Exceptional ocean surface conditions on the SE Greenland shelf during the Medieval Climate Anomaly
#   Journal_Name: Paleoceanography
#   Volume: 30
#   Issue: 
#   Pages: 1657-1674
#   Report Number: 
#   DOI: 10.1002/2015PA002849
#   Full_Citation: 
#   Abstract: Diatom inferred 2900-year-long records of August sea surface temperature (aSST) and April sea-ice concentration (aSIC) are generated from a marine sediment core from the SE Greenland shelf with a special focus 
#	on the interval ca. 870–1910 Common Era (CE) reconstructed in subdecadal temporal resolution.The Medieval Climate Anomaly (MCA) between 1000 and 1200 CE represents the warmest ocean surface conditions of the SE Greenland shelf 
#	over the late Holocene (880 BCE–1910 CE). It was characterized by abrupt, decadal to multidecadal changes, such as an abrupt warming of ~2.4°C in 55 years around 1000 CE. Temperature changes of these magnitudes are rare on 
#	the North Atlantic proxy data. Compared to regional air temperature reconstructions, our results indicate a lag of about 50 years in ocean surface warming either due to increased freshwater discharge from the Greenland ice sheet 
#	or intensified sea-ice export from the Arctic as a response to atmospheric warming at the beginning of the MCA. A cool phase, from 1200–1890 CE, associated with the Little Ice Age (LIA), ends with the rapid warming of aSST and 
#	diminished aSIC in the early 20th century.The results show that the periods of warm aSST and aSIC minima are coupled with the solar minima suggesting that solar forcing possibly amplified by atmospheric forcing have been behind 
#	the variability of surface conditions on the SE Greenland over the last millennium. The results indicate that the SE Greenland shelf is a climatologically sensitive area where extremely rapid changes are possible and highlights 
#	the importance of the area under the present warming conditions.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: Research Council of Norway
#    Grant:
#------------------
# Funding_Agency 
#	Funding_Agency_Name: University of Tromsø
#    Grant:
#------------------
# Funding_Agency 
#	Funding_Agency_Name: Norwegian Polar Institute
#    Grant:
#------------------
# Funding_Agency 
#	Funding_Agency_Name: The Kone Foundation 
#    Grant: 
#------------------
# Site_Information 
#	Site_Name: Kangerlussuaq trough 
#	Location: North Atlantic Ocean
#   Northernmost_Latitude: 67.136333
#   Southernmost_Latitude: 67.136333
#   Easternmost_Longitude: -30.827833
#   Westernmost_Longitude: -30.827833
# 	Elevation: -714
#------------------
# Data_Collection
# Collection_Name: Kanger sea ice Miettinen15
#   First_Year: -876
#   Last_Year: 1910
#   Time_Unit: years AD
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Chronology_Information 
#   Chronology:  1. AMS radiocarbon measurements for core MD99-2322, including depth-correlated dates from core MD99-2269 (via synchronication of paleomagnetic secular variations for the cores) 
#		
# Column 1: Core name					
# Column 2: Central depth, cm 					
# Column 3: Laboratory number 					
# Column 4: Material dated					
# Column 5: 14C age BP ± standard deviation 					
# Column 6: Median Calibrated Calendar age, year C.E.					
#					
# Core	Depth	Lab no		Material		14C age		Age C.E.
# 2322	34	AA40050		Colus turgidulus	693±38		1649
# 2322	101.5	AA49380		mixed forams		1267±44		1191
# 2322	154.5			Settlement tephra	870
# 2269	160	AA47785		Macoma sp.		1693±42		765
# 2269	187	AA57895		cf. Yoldia glacialis	1978±35		427
# 2269	227	AA54590		cf. Macoma balthica	2396±47		-30
# 2322	232.5	CURL-15479	Mixed benthic forams	2415±20		-85
# 2269	258	AA38586		Yoldia cf. myalis	2578±48		-326
# 2269	310	AA57896		Yoldia sp		3017±39		-828
# 2269	360	AA54592		Mixed benthic forams	3375±80		-1303
# 2322	368	AA49382		bivalve			3451±39		-1380
# 2269	415	AA57897b	Arca glacialis		3840±33		-1822
#
#----------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_AD	age,,,calendar years AD,,,,,N
## SIC%-Apr	sea ice concentration,,,percent,Apr,climate reconstructions,,,N
#--------------------------------------------
# Data
# Missing_Value: NA
age_AD	SIC%-Apr
1910	34.4
1906	44.1
1902	51.1
1898	37.7
1894	53.1
1890	58.2
1886	63.6
1882	53.1
1878	64.1
1874	64.1
1870	65.9
1866	72.8
1862	68.8
1859	66.5
1855	63.2
1851	69.9
1847	69.9
1843	58.6
1839	57.4
1835	41.0
1831	53.1
1827	56.0
1823	48.8
1819	45.7
1815	25.9
1811	28.3
1807	38.5
1803	21.6
1800	59.3
1796	23.0
1792	66.1
1788	52.3
1784	49.8
1780	43.6
1776	36.7
1772	44.9
1768	50.1
1764	41.5
1760	55.3
1756	61.8
1752	57.3
1748	62.8
1741	67.4
1733	51.1
1725	72.1
1717	46.0
1709	65.1
1701	37.2
1693	46.3
1686	46.2
1670	47.4
1662	39.8
1654	57.7
1640	53.9
1633	50.5
1626	48.7
1619	75.5
1613	66.9
1606	64.7
1599	73.1
1592	62.9
1586	65.0
1579	58.4
1572	58.2
1565	60.5
1559	63.2
1552	64.2
1545	63.5
1538	52.1
1532	72.9
1525	58.8
1518	64.2
1512	70.6
1505	43.5
1498	69.7
1491	41.2
1484	60.4
1478	60.5
1471	55.8
1464	67.0
1458	54.0
1451	50.3
1444	58.0
1437	54.1
1431	59.9
1424	53.8
1417	69.7
1410	40.1
1404	65.7
1397	72.0
1390	52.1
1383	66.2
1377	59.1
1370	57.6
1363	70.3
1356	49.3
1350	63.9
1343	53.0
1336	66.0
1329	50.1
1323	58.7
1316	54.5
1309	56.5
1302	46.5
1296	49.1
1289	37.3
1282	49.7
1275	41.1
1269	60.3
1262	64.1
1255	62.9
1249	60.9
1242	56.5
1235	49.3
1228	58.9
1222	60.6
1215	69.8
1208	56.7
1195	56.9
1188	37.8
1182	38.5
1176	20.9
1170	40.6
1164	26.7
1158	26.5
1152	30.4
1146	44.1
1140	33.8
1134	39.9
1128	36.1
1122	37.5
1116	39.5
1109	38.6
1097	44.0
1091	34.3
1085	38.8
1079	35.6
1073	60.7
1067	62.6
1061	46.4
1055	64.0
1049	31.7
1037	43.0
1031	34.5
1025	35.9
1019	32.2
1013	37.1
1006	43.4
1000	41.6
994	63.4
988	50.9
982	48.7
976	55.3
964	44.7
958	63.1
952	73.0
946	55.3
940	57.9
934	49.7
928	44.7
922	55.5
916	44.0
903	43.9
897	41.2
891	58.2
885	32.1
879	41.4
873	36.8
803	32.1
739	37.4
690	14.9
640	28.4
591	45.9
541	56.4
491	41.7
395	67.2
349	51.7
304	17.2
258	31.4
246	30.4
120	49.6
75	58.7
6	52.3
-144	53.8
-182	52.8
-219	51.1
-256	48.4
-293	49.9
-331	53.7
-370	64.6
-409	58.3
-448	34.6
-487	58.1
-526	25.2
-565	18.6
-604	37.2
-644	27.0
-683	37.2
-721	34.8
-761	56.6
-800	46.4
-839	16.0
-876	19.6

